"CUIinp" "Map_type" "CUIout" "ICDgn" "ICD" "GBD" "Pbs"
"C1142264.C0728936.62" "C1142264" "O" "C0728936" "I00-I99.9" "I61" 78 NA
"C1142264.C0728936.63" "C1142264" "O" "C0728936" "I00-I99.9" "I62" 78 NA
"C1142264.C0728936.64" "C1142264" "O" "C0728936" "I00-I99.9" "I63" 78 NA
"C1142264.C0728936.65" "C1142264" "O" "C0728936" "I00-I99.9" "I64" NA "A0"
"C1142264.C0728936.66" "C1142264" "O" "C0728936" "I00-I99.9" "I65" 78 NA
"C1142264.C0728936.67" "C1142264" "O" "C0728936" "I00-I99.9" "I66" 78 NA
"C1142264.C0728936.68" "C1142264" "O" "C0728936" "I00-I99.9" "I67" 78 NA
"C1142264.C0728936.69" "C1142264" "O" "C0728936" "I00-I99.9" "I68" NA "A0"
"C1142264.C0728936.70" "C1142264" "O" "C0728936" "I00-I99.9" "I69" 78 NA
"C1142264.C0728936.71" "C1142264" "O" "C0728936" "I00-I99.9" "I70" NA "Pinf1"
"C1142264.C0728936.72" "C1142264" "O" "C0728936" "I00-I99.9" "I71" 82 NA
"C1142264.C0728936.73" "C1142264" "O" "C0728936" "I00-I99.9" "I72" NA "A0"
"C1142264.C0728936.74" "C1142264" "O" "C0728936" "I00-I99.9" "I73" 83 NA
"C1142264.C0728936.75" "C1142264" "O" "C0728936" "I00-I99.9" "I74" NA "A0"
"C1142264.C0728936.76" "C1142264" "O" "C0728936" "I00-I99.9" "I75" NA "A0"
"C1142264.C0728936.77" "C1142264" "O" "C0728936" "I00-I99.9" "I76" NA "A0"
"C1142264.C0728936.78" "C1142264" "O" "C0728936" "I00-I99.9" "I77" NA "A0"
"C1142264.C0728936.79" "C1142264" "O" "C0728936" "I00-I99.9" "I78" NA "A0"
"C1142264.C0728936.80" "C1142264" "O" "C0728936" "I00-I99.9" "I79" NA "A0"
"C1142264.C0728936.81" "C1142264" "O" "C0728936" "I00-I99.9" "I80" NA "A0"
"C1142264.C0728936.82" "C1142264" "O" "C0728936" "I00-I99.9" "I81" NA "A0"
"C1142264.C0728936.83" "C1142264" "O" "C0728936" "I00-I99.9" "I82" NA "A0"
"C1142264.C0728936.84" "C1142264" "O" "C0728936" "I00-I99.9" "I83" NA "A0"
"C1142264.C0728936.85" "C1142264" "O" "C0728936" "I00-I99.9" "I84" NA "A0"
"C1142264.C0728936.86" "C1142264" "O" "C0728936" "I00-I99.9" "I85" 89 NA
"C1142264.C0728936.87" "C1142264" "O" "C0728936" "I00-I99.9" "I86" NA "A0"
"C1142264.C0728936.88" "C1142264" "O" "C0728936" "I00-I99.9" "I87" NA "A0"
"C1142264.C0728936.89" "C1142264" "O" "C0728936" "I00-I99.9" "I88" NA "A0"
"C1142264.C0728936.90" "C1142264" "O" "C0728936" "I00-I99.9" "I89" NA "A0"
"C1142264.C0728936.91" "C1142264" "O" "C0728936" "I00-I99.9" "I90" NA "A0"
"C1142264.C0728936.92" "C1142264" "O" "C0728936" "I00-I99.9" "I91" NA "A0"
"C1142264.C0728936.93" "C1142264" "O" "C0728936" "I00-I99.9" "I92" NA "A0"
"C1142264.C0728936.94" "C1142264" "O" "C0728936" "I00-I99.9" "I93" NA "A0"
"C1142264.C0728936.95" "C1142264" "O" "C0728936" "I00-I99.9" "I94" NA "A0"
"C1142264.C0728936.96" "C1142264" "O" "C0728936" "I00-I99.9" "I95" NA "A0"
"C1142264.C0728936.97" "C1142264" "O" "C0728936" "I00-I99.9" "I96" NA "A0"
"C1142264.C0728936.98" "C1142264" "O" "C0728936" "I00-I99.9" "I97" NA "A0"
"C1142264.C0728936.99" "C1142264" "O" "C0728936" "I00-I99.9" "I98" NA "A0"
"C1142264.C0728936.100" "C1142264" "O" "C0728936" "I00-I99.9" "I99.0" NA "B0"
"C1142264.C0728936.101" "C1142264" "O" "C0728936" "I00-I99.9" "I99.1" NA "B0"
"C1142264.C0728936.102" "C1142264" "O" "C0728936" "I00-I99.9" "I99.2" NA "B0"
"C1142264.C0728936.103" "C1142264" "O" "C0728936" "I00-I99.9" "I99.3" NA "B0"
"C1142264.C0728936.104" "C1142264" "O" "C0728936" "I00-I99.9" "I99.4" NA "B0"
"C1142264.C0728936.105" "C1142264" "O" "C0728936" "I00-I99.9" "I99.5" NA "B0"
"C1142264.C0728936.106" "C1142264" "O" "C0728936" "I00-I99.9" "I99.6" NA "B0"
"C1142264.C0728936.107" "C1142264" "O" "C0728936" "I00-I99.9" "I99.7" NA "B0"
"C1142264.C0728936.108" "C1142264" "O" "C0728936" "I00-I99.9" "I99.8" NA "B0"
"C1142264.C0728936.109" "C1142264" "O" "C0728936" "I00-I99.9" "I99.9" NA "B0"
"C1331532.C0015652" "C1331532" "A" "C0015652" "B66.3" "B66.3" 31 NA
"C1331532.C0040820" "C1331532" "A" "C0040820" "B66.9" "B66.9" 31 NA
"C2350873" "C2350873" "No_target_concept_mapped_to" NA NA NA NA NA
"C3665629" "C3665629" "O" "C0026618" "K00.3" "K00.3" NA "B0"
